FAMAS,RollCage,FactoryNew,0.000589473684211
FAMAS,RollCage,MinimalWear,0.000673684210526
FAMAS,RollCage,Field-Tested,0.00193684210526
AK-47,NeonRevolution,MinimalWear,0.000275268817204
AK-47,NeonRevolution,Field-Tested,0.000791397849462
AK-47,NeonRevolution,Well-Worn,0.000240860215054
AK-47,NeonRevolution,Battle-Scarred,0.00189247311828
Tec-9,FuelInjector,FactoryNew,0.000746666666667
Tec-9,FuelInjector,MinimalWear,0.000853333333333
Tec-9,FuelInjector,Field-Tested,0.00245333333333
Tec-9,FuelInjector,Well-Worn,0.000746666666667
Tec-9,FuelInjector,Battle-Scarred,0.00586666666667
MP9,Airlock,MinimalWear,0.000917562724014
MP9,Airlock,Field-Tested,0.00263799283154
MP9,Airlock,Well-Worn,0.000802867383513
MP9,Airlock,Battle-Scarred,0.0063082437276
AUG,SydMead,FactoryNew,0.000802867383513
AUG,SydMead,MinimalWear,0.000917562724014
AUG,SydMead,Field-Tested,0.00263799283154
AUG,SydMead,Battle-Scarred,0.0063082437276
SG553,Triarch,FactoryNew,0.0022372
SG553,Triarch,MinimalWear,0.0025568
SG553,Triarch,Field-Tested,0.0073508
SG553,Triarch,Well-Worn,0.0022372
SG553,Triarch,Battle-Scarred,0.017578
SCAR-20,Powercore,FactoryNew,0.00243173913043
SCAR-20,Powercore,Field-Tested,0.00799
SCAR-20,Powercore,Well-Worn,0.00243173913043
SCAR-20,Powercore,Battle-Scarred,0.0191065217391
MAG-7,Petroglyph,FactoryNew,0.00588736842105
MAG-7,Petroglyph,MinimalWear,0.00672842105263
MAG-7,Petroglyph,Field-Tested,0.0193442105263
Glock-18,Weasel,FactoryNew,0.0022372
Glock-18,Weasel,MinimalWear,0.0025568
Glock-18,Weasel,Field-Tested,0.0073508
Glock-18,Weasel,Well-Worn,0.0022372
Glock-18,Weasel,Battle-Scarred,0.017578
DesertEagle,Directive,FactoryNew,0.0022372
DesertEagle,Directive,MinimalWear,0.0025568
DesertEagle,Directive,Field-Tested,0.0073508
DesertEagle,Directive,Well-Worn,0.0022372
DesertEagle,Directive,Battle-Scarred,0.017578
XM1014,Slipstream,FactoryNew,0.007992
XM1014,Slipstream,MinimalWear,0.00913371428571
XM1014,Slipstream,Field-Tested,0.0262594285714
XM1014,Slipstream,Well-Worn,0.007992
XM1014,Slipstream,Battle-Scarred,0.0627942857143
UMP-45,Briefing,FactoryNew,0.007992
UMP-45,Briefing,MinimalWear,0.00913371428571
UMP-45,Briefing,Field-Tested,0.0262594285714
UMP-45,Briefing,Well-Worn,0.007992
UMP-45,Briefing,Battle-Scarred,0.0627942857143
P90,Grim,FactoryNew,0.007992
P90,Grim,MinimalWear,0.00913371428571
P90,Grim,Field-Tested,0.0262594285714
P90,Grim,Well-Worn,0.007992
P90,Grim,Battle-Scarred,0.0627942857143
Negev,Dazzle,MinimalWear,0.00982119815668
Negev,Dazzle,Field-Tested,0.0282359447005
Negev,Dazzle,Well-Worn,0.0085935483871
Negev,Dazzle,Battle-Scarred,0.0675207373272
G3SG1,Ventilator,FactoryNew,0.0210315789474
G3SG1,Ventilator,MinimalWear,0.0240360902256
G3SG1,Ventilator,Field-Tested,0.0691037593985
Five-SeveN,Scumbria,FactoryNew,0.007992
Five-SeveN,Scumbria,MinimalWear,0.00913371428571
Five-SeveN,Scumbria,Field-Tested,0.0262594285714
Five-SeveN,Scumbria,Well-Worn,0.007992
Five-SeveN,Scumbria,Battle-Scarred,0.0627942857143
CZ75-Auto,Imprint,MinimalWear,0.00982119815668
CZ75-Auto,Imprint,Field-Tested,0.0282359447005
CZ75-Auto,Imprint,Well-Worn,0.0085935483871
CZ75-Auto,Imprint,Battle-Scarred,0.0675207373272
