Sawed-Off,TheKraken,FactoryNew,0.000497777777778
Sawed-Off,TheKraken,MinimalWear,0.000568888888889
Sawed-Off,TheKraken,Field-Tested,0.00163555555556
Sawed-Off,TheKraken,Well-Worn,0.000497777777778
M4A4,Asiimov,Field-Tested,0.00094358974359
M4A4,Asiimov,Battle-Scarred,0.00225641025641
AWP,Redline,MinimalWear,0.00224561403509
AWP,Redline,Field-Tested,0.00645614035088
AWP,Redline,Well-Worn,0.0019649122807
P250,Mehndi,MinimalWear,0.000917562724014
P250,Mehndi,Field-Tested,0.00263799283154
P250,Mehndi,Well-Worn,0.000802867383513
P250,Mehndi,Battle-Scarred,0.0063082437276
M4A1-S,Guardian,FactoryNew,0.000746666666667
M4A1-S,Guardian,MinimalWear,0.000853333333333
M4A1-S,Guardian,Field-Tested,0.00245333333333
M4A1-S,Guardian,Well-Worn,0.000746666666667
M4A1-S,Guardian,Battle-Scarred,0.00586666666667
Nova,RisingSkull,FactoryNew,0.00300698924731
Nova,RisingSkull,MinimalWear,0.00343655913978
Nova,RisingSkull,Field-Tested,0.00988010752688
Nova,RisingSkull,Battle-Scarred,0.023626344086
MP9,RoseIron,FactoryNew,0.0186433333333
MP9,RoseIron,MinimalWear,0.0213066666667
DualBerettas,Marina,FactoryNew,0.00363181818182
DualBerettas,Marina,MinimalWear,0.00415064935065
DualBerettas,Marina,Well-Worn,0.00363181818182
DualBerettas,Marina,Battle-Scarred,0.0285357142857
FAMAS,Pulse,FactoryNew,0.00621444444444
FAMAS,Pulse,MinimalWear,0.00710222222222
FAMAS,Pulse,Field-Tested,0.0204188888889
FAMAS,Pulse,Well-Worn,0.00621444444444
PP-Bizon,CobaltHalftone,FactoryNew,0.0635727272727
PP-Bizon,CobaltHalftone,MinimalWear,0.0726545454545
PP-Bizon,CobaltHalftone,Well-Worn,0.0635727272727
M249,Magma,FactoryNew,0.013986
M249,Magma,MinimalWear,0.015984
M249,Magma,Field-Tested,0.045954
M249,Magma,Well-Worn,0.013986
M249,Magma,Battle-Scarred,0.10989
Five-SeveN,Kami,FactoryNew,0.09324
Five-SeveN,Kami,MinimalWear,0.10656
GalilAR,Sandstorm,MinimalWear,0.0171870967742
GalilAR,Sandstorm,Field-Tested,0.0494129032258
GalilAR,Sandstorm,Well-Worn,0.0150387096774
GalilAR,Sandstorm,Battle-Scarred,0.118161290323
