M4A4,X-Ray,FactoryNew,0.00117894736842
M4A4,X-Ray,MinimalWear,0.00134736842105
M4A4,X-Ray,Field-Tested,0.00387368421053
DesertEagle,CobaltDisruption,FactoryNew,0.0019649122807
DesertEagle,CobaltDisruption,MinimalWear,0.00224561403509
DesertEagle,CobaltDisruption,Field-Tested,0.00645614035088
AWP,ElectricHive,FactoryNew,0.00165925925926
AWP,ElectricHive,MinimalWear,0.0018962962963
AWP,ElectricHive,Field-Tested,0.00545185185185
AWP,ElectricHive,Well-Worn,0.00165925925926
FAMAS,Afterimage,FactoryNew,0.00165925925926
FAMAS,Afterimage,MinimalWear,0.0018962962963
FAMAS,Afterimage,Field-Tested,0.00545185185185
FAMAS,Afterimage,Well-Worn,0.00165925925926
P90,BlindSpot,FactoryNew,0.005593
P90,BlindSpot,MinimalWear,0.006392
P90,BlindSpot,Field-Tested,0.018377
P90,BlindSpot,Well-Worn,0.005593
P90,BlindSpot,Battle-Scarred,0.043945
AK-47,BlueLaminate,FactoryNew,0.0124288888889
AK-47,BlueLaminate,MinimalWear,0.0142044444444
AK-47,BlueLaminate,Field-Tested,0.0408377777778
AK-47,BlueLaminate,Well-Worn,0.0124288888889
P250,SteelDisruption,MinimalWear,0.0343741935484
P250,SteelDisruption,Field-Tested,0.0988258064516
G3SG1,AzureZebra,MinimalWear,0.0343741935484
G3SG1,AzureZebra,Field-Tested,0.0988258064516
Nova,GhostCamo,FactoryNew,0.02072
Nova,GhostCamo,MinimalWear,0.02368
Nova,GhostCamo,Field-Tested,0.06808
Nova,GhostCamo,Well-Worn,0.02072
PP-Bizon,WaterSigil,MinimalWear,0.0114580645161
PP-Bizon,WaterSigil,Field-Tested,0.0329419354839
PP-Bizon,WaterSigil,Well-Worn,0.0100258064516
PP-Bizon,WaterSigil,Battle-Scarred,0.0787741935484
Five-SeveN,Nightshade,FactoryNew,0.009324
Five-SeveN,Nightshade,MinimalWear,0.010656
Five-SeveN,Nightshade,Field-Tested,0.030636
Five-SeveN,Nightshade,Well-Worn,0.009324
Five-SeveN,Nightshade,Battle-Scarred,0.07326
GalilAR,BlueTitanium,FactoryNew,0.1332
