Bayonet,vanilla,vanilla,0.000433333333333,1
GutKnife,vanilla,vanilla,0.000433333333333,1
FlipKnife,vanilla,vanilla,0.000433333333333,1
M9Bayonet,vanilla,vanilla,0.000433333333333,1
Karambit,vanilla,vanilla,0.000433333333333,1
BowieKnife,vanilla,vanilla,0.000433333333333,1
AWP,LightningStrike,FactoryNew,0.00298666666667,2
AWP,LightningStrike,MinimalWear,0.00341333333333,2
DesertEagle,Hypnotic,FactoryNew,0.00746666666667,3
DesertEagle,Hypnotic,MinimalWear,0.00853333333333,3
AK-47,CaseHardened,FactoryNew,0.00112,3
AK-47,CaseHardened,MinimalWear,0.00128,3
AK-47,CaseHardened,Field-Tested,0.00368,3
AK-47,CaseHardened,Well-Worn,0.00112,3
AK-47,CaseHardened,Battle-Scarred,0.0088,3
M4A1-S,DarkWater,MinimalWear,0.0137462365591,4
M4A1-S,DarkWater,Field-Tested,0.0395204301075,4
USP-S,DarkWater,MinimalWear,0.0137462365591,4
USP-S,DarkWater,Field-Tested,0.0395204301075,4
Glock-18,DragonTattoo,FactoryNew,0.0248577777778,4
Glock-18,DragonTattoo,MinimalWear,0.0284088888889,4
SG553,Ultraviolet,FactoryNew,0.0847636363636,5
SG553,Ultraviolet,MinimalWear,0.0968727272727,5
SG553,Ultraviolet,Well-Worn,0.0847636363636,5
AUG,Wings,FactoryNew,0.12432,5
AUG,Wings,MinimalWear,0.14208,5
MP7,Skulls,MinimalWear,0.0687483870968,5
MP7,Skulls,Field-Tested,0.197651612903,5
