M4A1-S,Chantico'sFire,FactoryNew,0.000224,2
M4A1-S,Chantico'sFire,MinimalWear,0.000256,2
M4A1-S,Chantico'sFire,Field-Tested,0.000736,2
M4A1-S,Chantico'sFire,Well-Worn,0.000224,2
M4A1-S,Chantico'sFire,Battle-Scarred,0.00176,2
PP-Bizon,JudgementofAnubis,FactoryNew,0.000224,2
PP-Bizon,JudgementofAnubis,MinimalWear,0.000256,2
PP-Bizon,JudgementofAnubis,Field-Tested,0.000736,2
PP-Bizon,JudgementofAnubis,Well-Worn,0.000224,2
PP-Bizon,JudgementofAnubis,Battle-Scarred,0.00176,2
UMP-45,PrimalSaber,FactoryNew,0.000746666666667,3
UMP-45,PrimalSaber,MinimalWear,0.000853333333333,3
UMP-45,PrimalSaber,Field-Tested,0.00245333333333,3
UMP-45,PrimalSaber,Well-Worn,0.000746666666667,3
UMP-45,PrimalSaber,Battle-Scarred,0.00586666666667,3
P250,Asiimov,MinimalWear,0.000992248062016,3
P250,Asiimov,Field-Tested,0.00285271317829,3
P250,Asiimov,Battle-Scarred,0.00682170542636,3
AUG,FleetFlock,MinimalWear,0.000992248062016,3
AUG,FleetFlock,Field-Tested,0.00285271317829,3
AUG,FleetFlock,Battle-Scarred,0.00682170542636,3
XM1014,BlackTie,Field-Tested,0.008648,4
XM1014,BlackTie,Well-Worn,0.002632,4
XM1014,BlackTie,Battle-Scarred,0.02068,4
Tec-9,Re-Entry,MinimalWear,0.00672842105263,4
Tec-9,Re-Entry,Field-Tested,0.0193442105263,4
Tec-9,Re-Entry,Well-Worn,0.00588736842105,4
SSG08,GhostCrusader,MinimalWear,0.00274924731183,4
SSG08,GhostCrusader,Field-Tested,0.00790408602151,4
SSG08,GhostCrusader,Well-Worn,0.00240559139785,4
SSG08,GhostCrusader,Battle-Scarred,0.0189010752688,4
GalilAR,Firefight,FactoryNew,0.0022372,4
GalilAR,Firefight,MinimalWear,0.0025568,4
GalilAR,Firefight,Field-Tested,0.0073508,4
GalilAR,Firefight,Well-Worn,0.0022372,4
GalilAR,Firefight,Battle-Scarred,0.017578,4
CZ75-Auto,RedAstor,MinimalWear,0.00274924731183,4
CZ75-Auto,RedAstor,Field-Tested,0.00790408602151,4
CZ75-Auto,RedAstor,Well-Worn,0.00240559139785,4
CZ75-Auto,RedAstor,Battle-Scarred,0.0189010752688,4
SG553,Atlas,FactoryNew,0.007992,5
SG553,Atlas,MinimalWear,0.00913371428571,5
SG553,Atlas,Field-Tested,0.0262594285714,5
SG553,Atlas,Well-Worn,0.007992,5
SG553,Atlas,Battle-Scarred,0.0627942857143,5
Sawed-Off,Fubar,Well-Worn,0.0128903225806,5
Sawed-Off,Fubar,Battle-Scarred,0.101281105991,5
P2000,Oceanic,FactoryNew,0.0085935483871,5
P2000,Oceanic,MinimalWear,0.00982119815668,5
P2000,Oceanic,Field-Tested,0.0282359447005,5
P2000,Oceanic,Battle-Scarred,0.0675207373272,5
MP9,Bioleak,FactoryNew,0.007992,5
MP9,Bioleak,MinimalWear,0.00913371428571,5
MP9,Bioleak,Field-Tested,0.0262594285714,5
MP9,Bioleak,Well-Worn,0.007992,5
MP9,Bioleak,Battle-Scarred,0.0627942857143,5
M249,Spectre,FactoryNew,0.007992,5
M249,Spectre,MinimalWear,0.00913371428571,5
M249,Spectre,Field-Tested,0.0262594285714,5
M249,Spectre,Well-Worn,0.007992,5
M249,Spectre,Battle-Scarred,0.0627942857143,5
G3SG1,OrangeCrash,FactoryNew,0.007992,5
G3SG1,OrangeCrash,MinimalWear,0.00913371428571,5
G3SG1,OrangeCrash,Field-Tested,0.0262594285714,5
G3SG1,OrangeCrash,Well-Worn,0.007992,5
G3SG1,OrangeCrash,Battle-Scarred,0.0627942857143,5
DualBerettas,Ventilators,FactoryNew,0.01776,5
DualBerettas,Ventilators,MinimalWear,0.0202971428571,5
DualBerettas,Ventilators,Field-Tested,0.0583542857143,5
DualBerettas,Ventilators,Well-Worn,0.01776,5
Bayonet,DamascusSteel,Battle-Scarred,4.766666666666667e-5,1
Bayonet,DamascusSteel,FactoryNew,6.066666666666667e-6,1
Bayonet,DamascusSteel,Field-Tested,1.9933333333333334e-5,1
Bayonet,DamascusSteel,MinimalWear,6.933333333333334e-6,1
Bayonet,DamascusSteel,Well-Worn,6.066666666666667e-6,1
Bayonet,Doppler,FactoryNew,4.0444444444444444e-5,1
Bayonet,Doppler,MinimalWear,4.622222222222221e-5,1
Bayonet,MarbleFade,FactoryNew,8.666666666666667e-5,1
Bayonet,TigerTooth,FactoryNew,4.0444444444444444e-5,1
Bayonet,TigerTooth,MinimalWear,4.622222222222221e-5,1
Bayonet,RustCoat,Battle-Scarred,7.688172043010752e-5,1
Bayonet,RustCoat,Well-Worn,9.784946236559139e-6,1
Bayonet,Ultraviolet,Battle-Scarred,4.766666666666667e-5,1
Bayonet,Ultraviolet,FactoryNew,6.066666666666667e-6,1
Bayonet,Ultraviolet,Field-Tested,1.9933333333333334e-5,1
Bayonet,Ultraviolet,MinimalWear,6.933333333333334e-6,1
Bayonet,Ultraviolet,Well-Worn,6.066666666666667e-6,1
FlipKnife,DamascusSteel,Battle-Scarred,4.766666666666667e-5,1
FlipKnife,DamascusSteel,FactoryNew,6.066666666666667e-6,1
FlipKnife,DamascusSteel,Field-Tested,1.9933333333333334e-5,1
FlipKnife,DamascusSteel,MinimalWear,6.933333333333334e-6,1
FlipKnife,DamascusSteel,Well-Worn,6.066666666666667e-6,1
FlipKnife,Doppler,FactoryNew,4.0444444444444444e-5,1
FlipKnife,Doppler,MinimalWear,4.622222222222221e-5,1
FlipKnife,MarbleFade,FactoryNew,4.0444444444444444e-5,1
FlipKnife,MarbleFade,MinimalWear,4.622222222222221e-5,1
FlipKnife,TigerTooth,FactoryNew,4.0444444444444444e-5,1
FlipKnife,TigerTooth,MinimalWear,4.622222222222221e-5,1
